진료년도,시도,시군구,연령구분,청구건수
2024,강원,정선군,20~29세,0 
2024,강원,정선군,30~39세,0 
2024,강원,정선군,40~49세,0 
2024,강원,정선군,50세 이상,0 
2024,강원,철원군,19세 이하,0 
2024,강원,철원군,20~29세,16 
2024,강원,철원군,30~39세,27 
2024,강원,철원군,40~49세,1 
2024,강원,철원군,50세 이상,0 
2024,강원,평창군,19세 이하,0 
2024,강원,평창군,20~29세,0 
2024,강원,평창군,30~39세,0 
2024,강원,평창군,40~49세,0 
2024,강원,평창군,50세 이상,0 
2024,강원,홍천군,19세 이하,0 
2024,강원,홍천군,20~29세,0 
2024,강원,홍천군,30~39세,0 
2024,강원,홍천군,40~49세,0 
2024,강원,홍천군,50세 이상,0 
2024,강원,화천군,19세 이하,0 
2024,강원,화천군,20~29세,0 
2024,강원,화천군,30~39세,0 
2024,강원,화천군,40~49세,0 
2024,강원,화천군,50세 이상,0 
2024,강원,횡성군,19세 이하,0 
2024,강원,횡성군,20~29세,0 
2024,강원,횡성군,30~39세,0 
2024,강원,횡성군,40~49세,0 
2024,강원,횡성군,50세 이상,0 
2024,강원,강릉시,19세 이하,5 
2024,강원,강릉시,20~29세,278 
2024,강원,강릉시,30~39세,967 
2024,강원,강릉시,40~49세,80 
2024,강원,강릉시,50세 이상,0 
2024,강원,동해시,19세 이하,2 
2024,강원,동해시,20~29세,95 
2024,강원,동해시,30~39세,202 
2024,강원,동해시,40~49세,17 
2024,강원,동해시,50세 이상,0 
2024,강원,속초시,19세 이하,0 
2024,강원,속초시,20~29세,16 
2024,강원,속초시,30~39세,44 
2024,강원,속초시,40~49세,7 
2024,강원,속초시,50세 이상,0 
2024,강원,원주시,19세 이하,3 
2024,강원,원주시,20~29세,592 
2024,강원,원주시,30~39세,1830 
2024,강원,원주시,40~49세,149 
2024,강원,원주시,50세 이상,0 
2024,강원,춘천시,19세 이하,6 
2024,강원,춘천시,20~29세,477 
2024,강원,춘천시,30~39세,1380 
2024,강원,춘천시,40~49세,103 
2024,강원,춘천시,50세 이상,0 
2024,강원,태백시,19세 이하,0 
2024,강원,태백시,20~29세,1 
2024,강원,태백시,30~39세,1 
2024,강원,태백시,40~49세,0 
2024,강원,태백시,50세 이상,0 
2024,강원,삼척시,19세 이하,3 
2024,강원,삼척시,20~29세,29 
2024,강원,삼척시,30~39세,115 
2024,강원,삼척시,40~49세,6 
2024,강원,삼척시,50세 이상,0 
2024,충북,괴산군,19세 이하,0 
2024,충북,괴산군,20~29세,0 
2024,충북,괴산군,30~39세,0 
2024,충북,괴산군,40~49세,0 
2024,충북,괴산군,50세 이상,0 
2024,충북,단양군,19세 이하,0 
2024,충북,단양군,20~29세,0 
2024,충북,단양군,30~39세,0 
2024,충북,단양군,40~49세,0 
2024,충북,단양군,50세 이상,0 
2024,충북,보은군,19세 이하,0 
2024,충북,보은군,20~29세,0 
2024,충북,보은군,30~39세,0 
2024,충북,보은군,40~49세,0 
2024,충북,보은군,50세 이상,0 
2024,충북,영동군,19세 이하,0 
2024,충북,영동군,20~29세,1 
2024,충북,영동군,30~39세,0 
2024,충북,영동군,40~49세,1 
2024,충북,영동군,50세 이상,0 
2024,충북,옥천군,19세 이하,0 
2024,충북,옥천군,20~29세,0 
2024,충북,옥천군,30~39세,0 
2024,충북,옥천군,40~49세,0 
2024,충북,옥천군,50세 이상,0 
2024,충북,음성군,19세 이하,0 
2024,충북,음성군,20~29세,0 
2024,충북,음성군,30~39세,0 
2024,충북,음성군,40~49세,0 
2024,충북,음성군,50세 이상,0 
2024,충북,진천군,19세 이하,0 
2024,충북,진천군,20~29세,49 
2024,충북,진천군,30~39세,72 
2024,충북,진천군,40~49세,8 
2024,충북,진천군,50세 이상,0 
2024,충북,증평군,19세 이하,0 
2024,충북,증평군,20~29세,0 
2024,충북,증평군,30~39세,0 
2024,충북,증평군,40~49세,0 
2024,충북,증평군,50세 이상,0 
2024,충북,청주상당구,19세 이하,2 
2024,충북,청주상당구,20~29세,178 
2024,충북,청주상당구,30~39세,471 
2024,충북,청주상당구,40~49세,19 
2024,충북,청주상당구,50세 이상,0 
2024,충북,청주흥덕구,19세 이하,0 
2024,충북,청주흥덕구,20~29세,113 
2024,충북,청주흥덕구,30~39세,273 
2024,충북,청주흥덕구,40~49세,18 
2024,충북,청주흥덕구,50세 이상,0 
2024,충북,청주청원구,19세 이하,4 
2024,충북,청주청원구,20~29세,322 
2024,충북,청주청원구,30~39세,865 
2024,충북,청주청원구,40~49세,45 
2024,충북,청주청원구,50세 이상,0 
2024,충북,청주서원구,19세 이하,3 
2024,충북,청주서원구,20~29세,680 
2024,충북,청주서원구,30~39세,2189 
2024,충북,청주서원구,40~49세,158 
2024,충북,청주서원구,50세 이상,1 
2024,충북,충주시,19세 이하,0 
2024,충북,충주시,20~29세,170 
2024,충북,충주시,30~39세,373 
2024,충북,충주시,40~49세,31 
2024,충북,충주시,50세 이상,0 
2024,충북,제천시,19세 이하,1 
2024,충북,제천시,20~29세,107 
2024,충북,제천시,30~39세,183 
2024,충북,제천시,40~49세,14 
2024,충북,제천시,50세 이상,0 
2024,충남,금산군,19세 이하,0 
2024,충남,금산군,20~29세,0 
2024,충남,금산군,30~39세,0 
2024,충남,금산군,40~49세,0 
2024,충남,금산군,50세 이상,0 
2024,충남,부여군,19세 이하,0 
2024,충남,부여군,20~29세,0 
2024,충남,부여군,30~39세,0 
2024,충남,부여군,40~49세,0 
2024,충남,부여군,50세 이상,0 
2024,충남,서천군,19세 이하,0 
2024,충남,서천군,20~29세,0 
2024,충남,서천군,30~39세,0 
2024,충남,서천군,40~49세,0 
2024,충남,서천군,50세 이상,0 
2024,충남,예산군,19세 이하,0 
2024,충남,예산군,20~29세,0 
2024,충남,예산군,30~39세,0 
2024,충남,예산군,40~49세,0 
2024,충남,예산군,50세 이상,0 
2024,충남,청양군,19세 이하,0 
2024,충남,청양군,20~29세,0 
2024,충남,청양군,30~39세,0 
2024,충남,청양군,40~49세,0 
2024,충남,청양군,50세 이상,0 
2024,충남,홍성군,19세 이하,0 
2024,충남,홍성군,20~29세,35 
2024,충남,홍성군,30~39세,74 
2024,충남,홍성군,40~49세,10 
2024,충남,홍성군,50세 이상,0 
2024,충남,태안군,19세 이하,0 
2024,충남,태안군,20~29세,0 
2024,충남,태안군,30~39세,0 
2024,충남,태안군,40~49세,0 
2024,충남,태안군,50세 이상,0 
2024,충남,천안서북구,19세 이하,4 
2024,충남,천안서북구,20~29세,639 
2024,충남,천안서북구,30~39세,1998 
2024,충남,천안서북구,40~49세,123 
2024,충남,천안서북구,50세 이상,0 
2024,충남,천안동남구,19세 이하,3 
2024,충남,천안동남구,20~29세,341 
2024,충남,천안동남구,30~39세,998 
2024,충남,천안동남구,40~49세,101 
2024,충남,천안동남구,50세 이상,0 
2024,충남,공주시,19세 이하,2 
2024,충남,공주시,20~29세,12 
2024,충남,공주시,30~39세,23 
2024,충남,공주시,40~49세,3 
2024,충남,공주시,50세 이상,0 
2024,충남,보령시,19세 이하,0 
2024,충남,보령시,20~29세,25 
2024,충남,보령시,30~39세,43 
2024,충남,보령시,40~49세,2 
2024,충남,보령시,50세 이상,0 
2024,충남,아산시,19세 이하,1 
2024,충남,아산시,20~29세,517 
2024,충남,아산시,30~39세,1871 
2024,충남,아산시,40~49세,105 
2024,충남,아산시,50세 이상,0 
2024,충남,서산시,19세 이하,1 
2024,충남,서산시,20~29세,152 
2024,충남,서산시,30~39세,302 
2024,충남,서산시,40~49세,26 
2024,충남,서산시,50세 이상,0 
2024,충남,논산시,19세 이하,3 
2024,충남,논산시,20~29세,54 
2024,충남,논산시,30~39세,79 
2024,충남,논산시,40~49세,12 
2024,충남,논산시,50세 이상,0 
2024,충남,계룡시,19세 이하,0 
2024,충남,계룡시,20~29세,0 
2024,충남,계룡시,30~39세,0 
2024,충남,계룡시,40~49세,0 
2024,충남,계룡시,50세 이상,0 
2024,충남,당진시,19세 이하,1 
2024,충남,당진시,20~29세,213 
2024,충남,당진시,30~39세,614 
2024,충남,당진시,40~49세,30 
2024,충남,당진시,50세 이상,0 
2024,전북,고창군,19세 이하,0 
2024,전북,고창군,20~29세,4 
2024,전북,고창군,30~39세,2 
2024,전북,고창군,40~49세,2 
2024,전북,고창군,50세 이상,0 
2024,전북,무주군,19세 이하,0 
2024,전북,무주군,20~29세,0 
2024,전북,무주군,30~39세,0 
2024,전북,무주군,40~49세,0 
2024,전북,무주군,50세 이상,0 
2024,전북,부안군,19세 이하,0 
2024,전북,부안군,20~29세,0 
2024,전북,부안군,30~39세,0 
2024,전북,부안군,40~49세,0 
2024,전북,부안군,50세 이상,0 
2024,전북,순창군,19세 이하,0 
2024,전북,순창군,20~29세,0 
2024,전북,순창군,30~39세,0 
2024,전북,순창군,40~49세,0 
2024,전북,순창군,50세 이상,0 
2024,전북,완주군,19세 이하,0 
2024,전북,완주군,20~29세,0 
2024,전북,완주군,30~39세,0 
2024,전북,완주군,40~49세,0 
2024,전북,완주군,50세 이상,0 
2024,전북,임실군,19세 이하,0 
2024,전북,임실군,20~29세,0 
2024,전북,임실군,30~39세,0 
2024,전북,임실군,40~49세,0 
2024,전북,임실군,50세 이상,0 
2024,전북,장수군,19세 이하,0 
2024,전북,장수군,20~29세,0 
2024,전북,장수군,30~39세,0 
2024,전북,장수군,40~49세,0 
2024,전북,장수군,50세 이상,0 
2024,전북,진안군,19세 이하,0 
2024,전북,진안군,20~29세,0 
2024,전북,진안군,30~39세,0 
2024,전북,진안군,40~49세,0 
2024,전북,진안군,50세 이상,0 
2024,전북,군산시,19세 이하,4 
2024,전북,군산시,20~29세,192 
2024,전북,군산시,30~39세,512 
2024,전북,군산시,40~49세,49 
2024,전북,군산시,50세 이상,0 
2024,전북,남원시,19세 이하,1 
2024,전북,남원시,20~29세,8 
2024,전북,남원시,30~39세,28 
2024,전북,남원시,40~49세,1 
2024,전북,남원시,50세 이상,0 
2024,전북,익산시,19세 이하,5 
2024,전북,익산시,20~29세,236 
2024,전북,익산시,30~39세,555 
2024,전북,익산시,40~49세,62 
2024,전북,익산시,50세 이상,0 
2024,전북,전주완산구,19세 이하,8 
2024,전북,전주완산구,20~29세,351 
2024,전북,전주완산구,30~39세,1355 
2024,전북,전주완산구,40~49세,121 
2024,전북,전주완산구,50세 이상,0 
2024,전북,전주덕진구,19세 이하,13 
2024,전북,전주덕진구,20~29세,639 
2024,전북,전주덕진구,30~39세,2077 
2024,전북,전주덕진구,40~49세,140 
2024,전북,전주덕진구,50세 이상,0 
2024,전북,정읍시,19세 이하,1 
2024,전북,정읍시,20~29세,15 
2024,전북,정읍시,30~39세,13 
2024,전북,정읍시,40~49세,3 
2024,전북,정읍시,50세 이상,0 
2024,전북,김제시,19세 이하,0 
2024,전북,김제시,20~29세,4 
2024,전북,김제시,30~39세,1 
2024,전북,김제시,40~49세,0 
2024,전북,김제시,50세 이상,0 
2024,전남,강진군,19세 이하,1 
2024,전남,강진군,20~29세,12 
2024,전남,강진군,30~39세,18 
2024,전남,강진군,40~49세,3 
2024,전남,강진군,50세 이상,0 
2024,전남,고흥군,19세 이하,0 
2024,전남,고흥군,20~29세,3 
2024,전남,고흥군,30~39세,5 
2024,전남,고흥군,40~49세,0 
2024,전남,고흥군,50세 이상,0 
2024,전남,곡성군,19세 이하,0 
2024,전남,곡성군,20~29세,0 
2024,전남,곡성군,30~39세,0 
2024,전남,곡성군,40~49세,0 
2024,전남,곡성군,50세 이상,0 
2024,전남,구례군,19세 이하,0 
2024,전남,구례군,20~29세,0 
2024,전남,구례군,30~39세,0 
2024,전남,구례군,40~49세,0 
2024,전남,구례군,50세 이상,0 
2024,전남,담양군,19세 이하,0 
2024,전남,담양군,20~29세,0 
2024,전남,담양군,30~39세,0 
2024,전남,담양군,40~49세,0 
2024,전남,담양군,50세 이상,0 
2024,전남,무안군,19세 이하,0 
2024,전남,무안군,20~29세,0 
2024,전남,무안군,30~39세,0 
2024,전남,무안군,40~49세,0 
2024,전남,무안군,50세 이상,0 
2024,전남,보성군,19세 이하,0 
2024,전남,보성군,20~29세,0 
2024,전남,보성군,30~39세,0 
2024,전남,보성군,40~49세,0 
2024,전남,보성군,50세 이상,0 
2024,전남,신안군,19세 이하,0 
2024,전남,신안군,20~29세,0 
2024,전남,신안군,30~39세,0 
2024,전남,신안군,40~49세,0 
2024,전남,신안군,50세 이상,0 
2024,전남,영광군,19세 이하,0 
2024,전남,영광군,20~29세,11 
2024,전남,영광군,30~39세,22 
2024,전남,영광군,40~49세,0 
2024,전남,영광군,50세 이상,0 
2024,전남,영암군,19세 이하,0 
2024,전남,영암군,20~29세,0 
2024,전남,영암군,30~39세,0 
2024,전남,영암군,40~49세,0 
2024,전남,영암군,50세 이상,0 
2024,전남,완도군,19세 이하,0 
2024,전남,완도군,20~29세,0 
2024,전남,완도군,30~39세,2 
2024,전남,완도군,40~49세,0 
2024,전남,완도군,50세 이상,0 
2024,전남,장성군,19세 이하,0 
2024,전남,장성군,20~29세,0 
2024,전남,장성군,30~39세,0 
2024,전남,장성군,40~49세,0 
2024,전남,장성군,50세 이상,0 
2024,전남,장흥군,19세 이하,0 
2024,전남,장흥군,20~29세,0 
2024,전남,장흥군,30~39세,0 
2024,전남,장흥군,40~49세,0 
2024,전남,장흥군,50세 이상,0 
2024,전남,진도군,19세 이하,0 
2024,전남,진도군,20~29세,0 
2024,전남,진도군,30~39세,0 
2024,전남,진도군,40~49세,0 
2024,전남,진도군,50세 이상,0 
2024,전남,함평군,19세 이하,0 
2024,전남,함평군,20~29세,0 
2024,전남,함평군,30~39세,0 
2024,전남,함평군,40~49세,0 
2024,전남,함평군,50세 이상,0 
2024,전남,해남군,19세 이하,0 
2024,전남,해남군,20~29세,9 
2024,전남,해남군,30~39세,5 
2024,전남,해남군,40~49세,0 
2024,전남,해남군,50세 이상,0 
2024,전남,화순군,19세 이하,0 
2024,전남,화순군,20~29세,0 
2024,전남,화순군,30~39세,0 
2024,전남,화순군,40~49세,0 
2024,전남,화순군,50세 이상,0 
2024,전남,나주시,19세 이하,0 
2024,전남,나주시,20~29세,0 
2024,전남,나주시,30~39세,0 
2024,전남,나주시,40~49세,0 
2024,전남,나주시,50세 이상,0 
2024,전남,목포시,19세 이하,10 
2024,전남,목포시,20~29세,407 
2024,전남,목포시,30~39세,1010 
2024,전남,목포시,40~49세,77 
2024,전남,목포시,50세 이상,0 
2024,전남,순천시,19세 이하,5 
2024,전남,순천시,20~29세,616 
2024,전남,순천시,30~39세,2035 
2024,전남,순천시,40~49세,137 
2024,전남,순천시,50세 이상,0 
2024,전남,여수시,19세 이하,5 
2024,전남,여수시,20~29세,130 
2024,전남,여수시,30~39세,305 
2024,전남,여수시,40~49세,32 
2024,전남,여수시,50세 이상,0 
2024,전남,광양시,19세 이하,1 
2024,전남,광양시,20~29세,68 
2024,전남,광양시,30~39세,130 
2024,전남,광양시,40~49세,11 
2024,전남,광양시,50세 이상,0 
2024,경북,고령군,19세 이하,0 
2024,경북,고령군,20~29세,0 
2024,경북,고령군,30~39세,0 
2024,경북,고령군,40~49세,0 
2024,경북,고령군,50세 이상,0 
2024,경북,군위군,19세 이하,0 
2024,경북,군위군,20~29세,0 
2024,경북,군위군,30~39세,0 
2024,경북,군위군,40~49세,0 
2024,경북,군위군,50세 이상,0 
2024,경북,봉화군,19세 이하,0 
2024,경북,봉화군,20~29세,0 
2024,경북,봉화군,30~39세,0 
2024,경북,봉화군,40~49세,0 
2024,경북,봉화군,50세 이상,0 
2024,경북,성주군,19세 이하,0 
2024,경북,성주군,20~29세,0 
2024,경북,성주군,30~39세,0 
2024,경북,성주군,40~49세,0 
2024,경북,성주군,50세 이상,0 
2024,경북,영덕군,19세 이하,0 
2024,경북,영덕군,20~29세,0 
2024,경북,영덕군,30~39세,0 
2024,경북,영덕군,40~49세,0 
2024,경북,영덕군,50세 이상,0 
2024,경북,영양군,19세 이하,0 
2024,경북,영양군,20~29세,0 
2024,경북,영양군,30~39세,0 
2024,경북,영양군,40~49세,0 
2024,경북,영양군,50세 이상,0 
2024,경북,예천군,19세 이하,0 
2024,경북,예천군,20~29세,5 
2024,경북,예천군,30~39세,16 
2024,경북,예천군,40~49세,1 
2024,경북,예천군,50세 이상,0 
2024,경북,울릉군,19세 이하,0 
2024,경북,울릉군,20~29세,0 
2024,경북,울릉군,30~39세,0 
2024,경북,울릉군,40~49세,0 
2024,경북,울릉군,50세 이상,0 
2024,경북,울진군,19세 이하,0 
2024,경북,울진군,20~29세,22 
2024,경북,울진군,30~39세,60 
2024,경북,울진군,40~49세,0 
2024,경북,울진군,50세 이상,0 
2024,경북,의성군,19세 이하,0 
2024,경북,의성군,20~29세,0 
2024,경북,의성군,30~39세,0 
2024,경북,의성군,40~49세,0 
2024,경북,의성군,50세 이상,0 
2024,경북,청도군,19세 이하,0 
2024,경북,청도군,20~29세,0 
2024,경북,청도군,30~39세,0 
2024,경북,청도군,40~49세,0 
2024,경북,청도군,50세 이상,0 
2024,경북,청송군,19세 이하,0 
2024,경북,청송군,20~29세,0 
2024,경북,청송군,30~39세,0 
2024,경북,청송군,40~49세,0 
2024,경북,청송군,50세 이상,0 
2024,경북,칠곡군,19세 이하,0 
2024,경북,칠곡군,20~29세,0 
2024,경북,칠곡군,30~39세,0 
2024,경북,칠곡군,40~49세,0 
2024,경북,칠곡군,50세 이상,0 
2024,경북,경주시,19세 이하,2 
2024,경북,경주시,20~29세,121 
2024,경북,경주시,30~39세,246 
2024,경북,경주시,40~49세,20 
2024,경북,경주시,50세 이상,0 
2024,경북,구미시,19세 이하,2 
2024,경북,구미시,20~29세,470 
2024,경북,구미시,30~39세,1482 
2024,경북,구미시,40~49세,113 
2024,경북,구미시,50세 이상,0 
2024,경북,김천시,19세 이하,1 
2024,경북,김천시,20~29세,41 
2024,경북,김천시,30~39세,111 
2024,경북,김천시,40~49세,13 
2024,경북,김천시,50세 이상,0 
2024,경북,안동시,19세 이하,5 
2024,경북,안동시,20~29세,150 
2024,경북,안동시,30~39세,393 
2024,경북,안동시,40~49세,31 
2024,경북,안동시,50세 이상,0 
2024,경북,영주시,19세 이하,1 
2024,경북,영주시,20~29세,12 
2024,경북,영주시,30~39세,16 
2024,경북,영주시,40~49세,1 
2024,경북,영주시,50세 이상,0 
2024,경북,영천시,19세 이하,0 
2024,경북,영천시,20~29세,28 
2024,경북,영천시,30~39세,58 
2024,경북,영천시,40~49세,9 
2024,경북,영천시,50세 이상,0 
2024,경북,포항남구,19세 이하,0 
2024,경북,포항남구,20~29세,0 
2024,경북,포항남구,30~39세,3 
2024,경북,포항남구,40~49세,0 
2024,경북,포항남구,50세 이상,0 
2024,경북,포항북구,19세 이하,0 
2024,경북,포항북구,20~29세,508 
2024,경북,포항북구,30~39세,1688 
2024,경북,포항북구,40~49세,112 
2024,경북,포항북구,50세 이상,0 
2024,경북,문경시,19세 이하,0 
2024,경북,문경시,20~29세,0 
2024,경북,문경시,30~39세,0 
2024,경북,문경시,40~49세,0 
2024,경북,문경시,50세 이상,0 
2024,경북,상주시,19세 이하,1 
2024,경북,상주시,20~29세,15 
2024,경북,상주시,30~39세,49 
2024,경북,상주시,40~49세,5 
2024,경북,상주시,50세 이상,0 
2024,경북,경산시,19세 이하,0 
2024,경북,경산시,20~29세,0 
2024,경북,경산시,30~39세,0 
2024,경북,경산시,40~49세,0 
2024,경북,경산시,50세 이상,0 
2024,경남,거창군,19세 이하,0 
2024,경남,거창군,20~29세,0 
2024,경남,거창군,30~39세,0 
2024,경남,거창군,40~49세,0 
2024,경남,거창군,50세 이상,0 
2024,경남,고성군,19세 이하,0 
2024,경남,고성군,20~29세,0 
2024,경남,고성군,30~39세,0 
2024,경남,고성군,40~49세,0 
2024,경남,고성군,50세 이상,0 
2024,경남,남해군,19세 이하,0 
2024,경남,남해군,20~29세,0 
2024,경남,남해군,30~39세,0 
2024,경남,남해군,40~49세,0 
2024,경남,남해군,50세 이상,0 
2024,경남,산청군,19세 이하,0 
2024,경남,산청군,20~29세,0 
2024,경남,산청군,30~39세,0 
2024,경남,산청군,40~49세,0 
2024,경남,산청군,50세 이상,0 
2024,경남,의령군,19세 이하,0 
2024,경남,의령군,20~29세,0 
2024,경남,의령군,30~39세,0 
2024,경남,의령군,40~49세,0 
2024,경남,의령군,50세 이상,0 
2024,경남,창녕군,19세 이하,0 
2024,경남,창녕군,20~29세,0 
2024,경남,창녕군,30~39세,0 
2024,경남,창녕군,40~49세,0 
2024,경남,창녕군,50세 이상,0 
2024,경남,하동군,19세 이하,0 
2024,경남,하동군,20~29세,5 
2024,경남,하동군,30~39세,2 
2024,경남,하동군,40~49세,0 
2024,경남,하동군,50세 이상,0 
2024,경남,함안군,19세 이하,0 
2024,경남,함안군,20~29세,0 
2024,경남,함안군,30~39세,0 
2024,경남,함안군,40~49세,0 
2024,경남,함안군,50세 이상,0 
2024,경남,함양군,19세 이하,0 
2024,경남,함양군,20~29세,0 
2024,경남,함양군,30~39세,0 
2024,경남,함양군,40~49세,0 
2024,경남,함양군,50세 이상,0 
2024,경남,합천군,19세 이하,0 
2024,경남,합천군,20~29세,0 
2024,경남,합천군,30~39세,0 
2024,경남,합천군,40~49세,0 
2024,경남,합천군,50세 이상,0 
2024,경남,김해시,19세 이하,4 
2024,경남,김해시,20~29세,436 
2024,경남,김해시,30~39세,1306 
2024,경남,김해시,40~49세,73 
2024,경남,김해시,50세 이상,0 
2024,경남,사천시,19세 이하,0 
2024,경남,사천시,20~29세,12 
2024,경남,사천시,30~39세,35 
2024,경남,사천시,40~49세,4 
2024,경남,사천시,50세 이상,0 
2024,경남,진주시,19세 이하,8 
2024,경남,진주시,20~29세,466 
2024,경남,진주시,30~39세,1674 
2024,경남,진주시,40~49세,137 
2024,경남,진주시,50세 이상,0 
2024,경남,창원마산회원구,19세 이하,0 
2024,경남,창원마산회원구,20~29세,45 
2024,경남,창원마산회원구,30~39세,258 
2024,경남,창원마산회원구,40~49세,16 
2024,경남,창원마산회원구,50세 이상,0 
2024,경남,창원마산합포구,19세 이하,7 
2024,경남,창원마산합포구,20~29세,50 
2024,경남,창원마산합포구,30~39세,124 
2024,경남,창원마산합포구,40~49세,14 
2024,경남,창원마산합포구,50세 이상,0 
2024,경남,창원진해구,19세 이하,0 
2024,경남,창원진해구,20~29세,21 
2024,경남,창원진해구,30~39세,53 
2024,경남,창원진해구,40~49세,7 
2024,경남,창원진해구,50세 이상,0 
2024,경남,창원의창구,19세 이하,4 
2024,경남,창원의창구,20~29세,526 
2024,경남,창원의창구,30~39세,2447 
2024,경남,창원의창구,40~49세,163 
2024,경남,창원의창구,50세 이상,0 
2024,경남,창원성산구,19세 이하,2 
2024,경남,창원성산구,20~29세,263 
2024,경남,창원성산구,30~39세,1104 
2024,경남,창원성산구,40~49세,84 
2024,경남,창원성산구,50세 이상,0 
2024,경남,통영시,19세 이하,1 
2024,경남,통영시,20~29세,58 
2024,경남,통영시,30~39세,164 
2024,경남,통영시,40~49세,15 
2024,경남,통영시,50세 이상,0 
2024,경남,밀양시,19세 이하,0 
2024,경남,밀양시,20~29세,30 
2024,경남,밀양시,30~39세,65 
2024,경남,밀양시,40~49세,4 
2024,경남,밀양시,50세 이상,0 
2024,경남,거제시,19세 이하,1 
2024,경남,거제시,20~29세,161 
2024,경남,거제시,30~39세,400 
2024,경남,거제시,40~49세,45 
2024,경남,거제시,50세 이상,0 
2024,경남,양산시,19세 이하,4 
2024,경남,양산시,20~29세,206 
2024,경남,양산시,30~39세,707 
2024,경남,양산시,40~49세,58 
2024,경남,양산시,50세 이상,0 
2024,제주,서귀포시,19세 이하,2 
2024,제주,서귀포시,20~29세,70 
2024,제주,서귀포시,30~39세,196 
2024,제주,서귀포시,40~49세,14 
2024,제주,서귀포시,50세 이상,0 
2024,제주,제주시,19세 이하,9 
2024,제주,제주시,20~29세,548 
2024,제주,제주시,30~39세,2024 
2024,제주,제주시,40~49세,197 
2024,제주,제주시,50세 이상,0 
2024,세종,세종시,19세 이하,6 
2024,세종,세종시,20~29세,423 
2024,세종,세종시,30~39세,2279 
2024,세종,세종시,40~49세,156 
2024,세종,세종시,50세 이상,0 
